id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_back
102134,es,"definitivamente, las mujeres no saben manejar, MUY pocas saben",6,"['Annotator_229', 'Annotator_230', 'Annotator_231', 'Annotator_232', 'Annotator_233', 'Annotator_234']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Algeria', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']]",TRAIN_ES,"definitivamente, las mujeres no saben manejar, muy pocas saben","las mujeres definitivamente no saben conducir, muy pocos saben"
102135,es,"‘Si las mujeres no saben cocinar: ¿pa qué se casan?’, dice maestro de la UAA https://t.co/El2iqxOxbN",6,"['Annotator_277', 'Annotator_278', 'Annotator_279', 'Annotator_280', 'Annotator_281', 'Annotator_282']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Venezuela', 'Portugal', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'REPORTED', 'DIRECT', 'DIRECT']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"si las mujeres no saben cocinar pa qué se casan?, dice maestro de la uaa","si las mujeres no saben cocinar para lo que se casan?, dice profesor de la uaa"
102136,es,Definitivamente las mujeres no saben hacerle el trabajo al hombre 🥲,6,"['Annotator_31', 'Annotator_32', 'Annotator_33', 'Annotator_34', 'Annotator_35', 'Annotator_36']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,definitivamente las mujeres no saben hacerle el trabajo al hombre,Las mujeres definitivamente no saben cómo hacer el trabajo a los hombres.
102137,es,"El diputado fascista Johannes Káiser dice que LAS MUJERES NO SABEN VOTAR Y DEBERÍA PENSARSE EL QUITARLE EL VOTO A LA MUJER, EL MISÓGENO DEJA CLARO CON EL SARCASMO QUE LAS ENCUENTRA INCAPACES PARA DECIDIR ... https://t.co/yYtqmxqtrt",6,"['Annotator_61', 'Annotator_62', 'Annotator_63', 'Annotator_64', 'Annotator_65', 'Annotator_66']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'United States', 'Portugal', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'DIRECT', 'REPORTED', 'DIRECT', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"el diputado fascista johannes káiser dice que las mujeres no saben votar y debería pensarse el quitarle el voto a la mujer, el misógeno deja claro con el sarcasmo que las encuentra incapaces para decidir ...","El diputado fascista Johannes Kaiser dice que las mujeres no saben votar y deben pensar en tomar el voto de la mujer, el misógeno deja claro con el sarcasmo que él las encuentra incapaces de decidir ..."
102138,es,Lo que las mujeres no saben de nosotros los varones es que entre nosotros intercambiamos la billetera o la cambiamos cuando nos regalan otra 🤠,6,"['Annotator_31', 'Annotator_32', 'Annotator_33', 'Annotator_34', 'Annotator_35', 'Annotator_36']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Mexico']","['NO', 'NO', 'YES', 'YES', 'NO', 'YES']","['-', '-', 'JUDGEMENTAL', 'DIRECT', '-', 'DIRECT']","[['-'], ['-'], ['OBJECTIFICATION'], ['OBJECTIFICATION'], ['-'], ['OBJECTIFICATION']]",TRAIN_ES,lo que las mujeres no saben de nosotros los varones es que entre nosotros intercambiamos la billetera o la cambiamos cuando nos regalan otra,Lo que las mujeres no saben de nosotros los hombres es que entre nosotros cambiamos la cartera o la cambiamos cuando nos dan otra.
102139,es,"@Nixarim Omvre: las mujeres no saben cómo ser graciosasAlso omvre: jajaja mujer = problemas, el mejor chiste, soy muy original, jajajaa",6,"['Annotator_13', 'Annotator_14', 'Annotator_15', 'Annotator_16', 'Annotator_17', 'Annotator_18']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Chile', 'Spain', 'Spain', 'Portugal', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'DIRECT', 'DIRECT', 'DIRECT', 'REPORTED', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"omvre las mujeres no saben cómo ser graciosasalso omvre jajaja mujer problemas, el mejor chiste, soy muy original, jajajaa","omvre las mujeres no saben cómo ser divertido omvre jaja problemas de la mujer, la mejor broma, soy muy original, jajajaa"
102140,es,Otro tuit donde se demuestra que las mujeres no saben escribir y deberían ir a clase a aprender que luego salen todas feministas y anti españolas. https://t.co/bG4lDGSK2a,6,"['Annotator_25', 'Annotator_26', 'Annotator_27', 'Annotator_28', 'Annotator_29', 'Annotator_30']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Multiracial', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United Kingdom', 'Mexico', 'Poland', 'Spain', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'JUDGEMENTAL', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,otro tuit donde se demuestra que las mujeres no saben escribir y deberían ir a clase a aprender que luego salen todas feministas y anti españolas.,Otro tweet que muestra que las mujeres no saben escribir y deben ir a clase para aprender que entonces todas las feministas y anti-españoles salen.
102141,es,@dynkies DFGDF ES COMEDY GOLD...  mejor q no le pongas escenas con mujeres si el resultado son personas que le shipean con jill.... es que nosabe tratar con mujeres(ni con personas en general... todas las mujeres son su hermana y todos los hombres están pa follar o matar o los dos.),6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['NO', 'YES', 'YES', 'YES', 'NO', 'NO']","['-', 'JUDGEMENTAL', 'DIRECT', 'DIRECT', '-', '-']","[['-'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['-'], ['-']]",TRAIN_ES,dfgdf es comedy gold... mejor q no le pongas escenas con mujeres si el resultado son personas que le shipean con jill.... es que nosabe tratar con mujeresni con personas en general... todas las mujeres son su hermana y todos los hombres están pa follar o matar o los dos.,dfgdf es el oro de la comedia... será mejor que no pongas escenas con mujeres si el resultado son personas que lo envían con Jill... es que él no sabe cómo tratar con mujeres y gente en general... todas las mujeres son su hermana y todos los hombres van a follar o matar o ambas cosas.
102142,es,"@Pixelskaya mmm parece que hay un interés de tu yo por esa persona ya que estas dispuesta a hacer ese sacrificio. Otra posibilidad es que estés publicando esto sabiendo que vive pegado al móvil y al leerlo sea el/ella quien evite tu sacrificio, ¡es que ustedes las mujeres son complicadas!",6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","['DIRECT', 'JUDGEMENTAL', 'DIRECT', '-', 'DIRECT', '-']","[['STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,"mmm parece que hay un interés de tu yo por esa persona ya que estas dispuesta a hacer ese sacrificio. otra posibilidad es que estés publicando esto sabiendo que vive pegado al móvil y al leerlo sea elella quien evite tu sacrificio, es que ustedes las mujeres son complicadas!","Hmmm parece que hay un interés de usted mismo para esa persona ya que usted está dispuesto a hacer ese sacrificio. otra posibilidad es que usted está publicando esto sabiendo que usted vive pegado a su teléfono móvil y al leerlo es ella que evita su sacrificio, es que las mujeres son complicadas!"
102143,es,"@_Palm1 @KrisbelM SÍ SOY. ES QUE LAS MUJERES SON BELLAS, AY NO PUEDO.",6,"['Annotator_331', 'Annotator_332', 'Annotator_333', 'Annotator_334', 'Annotator_335', 'Annotator_336']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","['-', '-', '-', '-', '-', 'JUDGEMENTAL']","[['-'], ['-'], ['-'], ['-'], ['-'], ['OBJECTIFICATION']]",TRAIN_ES,"sí soy. es que las mujeres son bellas, ay no puedo.","Es sólo que las mujeres son hermosas, y no puedo."
102144,es,@Agostinanuu Las mujeres son más mentirosas también buenos solo la mayoria,6,"['Annotator_361', 'Annotator_362', 'Annotator_363', 'Annotator_364', 'Annotator_365', 'Annotator_366']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Italy', 'United States', 'United States', 'Spain', 'Peru', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,las mujeres son más mentirosas también buenos solo la mayoria,las mujeres son más mentirosas también bueno sólo la mayoría
102145,es,Se los digo porque ya está de laShit la Violencia que se vive desde dentro como pa que la ignorancia externa actúe culpando a quien no es. Acompañemos y apoyemos a nuestros Institutos de las Mujeres!! Son nuestros!!,6,"['Annotator_367', 'Annotator_368', 'Annotator_369', 'Annotator_370', 'Annotator_371', 'Annotator_372']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Brazil', 'Spain', 'Spain', 'Portugal', 'Chile']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']","['-', 'JUDGEMENTAL', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', '-']","[['-'], ['SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,se los digo porque ya está de lashit la violencia que se vive desde dentro como pa que la ignorancia externa actúe culpando a quien no es. acompañemos y apoyemos a nuestros institutos de las mujeres!! son nuestros!!,Te lo digo porque ya hay lashit la violencia que se vive desde dentro como un pa que la ignorancia externa actúa culpando a quien no es. vamos a acompañar y apoyar a nuestros institutos de mujeres!! son nuestros!!
102146,es,los hombres q creen q las mujeres son sujetos de derecho 😍😍 https://t.co/soocSwy5xg,6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","['-', 'REPORTED', 'DIRECT', 'JUDGEMENTAL', 'JUDGEMENTAL', 'DIRECT']","[['-'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,los hombres q creen q las mujeres son sujetos de derecho,hombres que creen que las mujeres son sujetos de derecho
102147,es,"""Interés, cuanto vales. "" Lastimosamente estamos en una época en qué todas las mujeres son así. En un grado menor o mayor pero todas tienen lo suyo. Sé perdió lo que vale la pena y màs cuesta en realidad. https://t.co/goxLOEsiV8",6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', '-', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"interés, cuanto vales. lastimosamente estamos en una época en qué todas las mujeres son así. en un grado menor o mayor pero todas tienen lo suyo. sé perdió lo que vale la pena y ms cuesta en realidad.","Por desgracia, estamos en un momento en que todas las mujeres son así, en menor o mayor grado, pero todas tienen la suya propia. Sé que perdiste lo que vale la pena y cuesta más en la realidad."
102148,es,"Mientras que en la @OEA_oficial la dictadura sandinista dice que defienden los derechos de las mujeres, en Nicaragua violan constantemente los derechos humanos de las mujeres. Son unos violadores, abusivos, pervertidos... #SOSNicaragua https://t.co/XBzATmBIoM",6,"['Annotator_325', 'Annotator_326', 'Annotator_327', 'Annotator_328', 'Annotator_329', 'Annotator_330']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Mexico', 'Spain', 'Mexico', 'Italy', 'Chile']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","['-', 'JUDGEMENTAL', 'JUDGEMENTAL', 'REPORTED', 'REPORTED', 'JUDGEMENTAL']","[['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE']]",TRAIN_ES,"mientras que en la la dictadura sandinista dice que defienden los derechos de las mujeres, en nicaragua violan constantemente los derechos humanos de las mujeres. son unos violadores, abusivos, pervertidos... sosnicaragua","Mientras en la dictadura sandinista dicen defender los derechos de la mujer, en Nicaragua violan constantemente los derechos humanos de la mujer, son violadores, abusivos, pervertidos..."
102149,es,"@LillyTellez Así como la ambulancia que dono a la gente del lugar donde nació, yo creo usted no tiene calidad moral para hacer este tipo de comentarios, la respeto porque es mujer y las mujeres son lo mejor del mundo, pero usted hace violencia en lugar de política lo bueno es que casi se va",6,"['Annotator_169', 'Annotator_170', 'Annotator_171', 'Annotator_172', 'Annotator_173', 'Annotator_174']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Spain', 'Mexico', 'Spain', 'Portugal']","['NO', 'NO', 'YES', 'YES', 'YES', 'NO']","['-', '-', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', '-']","[['-'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,"así como la ambulancia que dono a la gente del lugar donde nació, yo creo usted no tiene calidad moral para hacer este tipo de comentarios, la respeto porque es mujer y las mujeres son lo mejor del mundo, pero usted hace violencia en lugar de política lo bueno es que casi se va","así como la ambulancia que dono a la gente del lugar donde nací, creo que no tienes calidad moral para hacer este tipo de comentarios, respeto porque eres una mujer y las mujeres son las mejores del mundo, pero haces violencia en lugar de política lo bueno es que casi te vas"
